user_id,chapter_id,group_grade,max_chapter_grade,chapter_grade
4378,1,0.025599999999999994,0.0256,0.9999999999999998
4378,2,0.0704,0.07680000000000001,0.9166666666666666
4378,3,0.06354285714285715,0.23360000000000003,0.2720156555772994
9157,1,0.02133333333333333,0.0256,0.8333333333333331
9157,2,0.06567619047619047,0.07680000000000001,0.85515873015873
9157,3,0.20274285714285714,0.23360000000000003,0.8679060665362034
9157,4,0.04672,0.0512,0.9124999999999999
9157,5,0.02364952380952381,0.20800000000000002,0.11369963369963369
9157,6,0.003657142857142857,0.0512,0.07142857142857142
24871,1,0.004266666666666666,0.0256,0.16666666666666663
28505,1,0.025599999999999994,0.0256,0.9999999999999998
28505,2,0.0736,0.07680000000000001,0.9583333333333333
28505,3,0.22140952380952383,0.23360000000000003,0.9478147423352903
28505,4,0.051199999999999996,0.0512,0.9999999999999999
28505,5,0.20263619047619047,0.20800000000000002,0.9742124542124541
28505,6,0.04754285714285715,0.0512,0.9285714285714287
28505,7,0.19843516483516488,0.20800000000000002,0.9540152155536772
28505,8,0.14559999999999998,0.1456,0.9999999999999998
34285,1,0.02133333333333333,0.0256,0.8333333333333331
34285,2,0.05120000000000001,0.07680000000000001,0.6666666666666667
93601,3,0.00045714285714285713,0.23360000000000003,0.0019569471624266144
122602,1,0.025599999999999994,0.0256,0.9999999999999998
122602,2,0.07253333333333334,0.07680000000000001,0.9444444444444444
122602,3,0.018285714285714287,0.23360000000000003,0.07827788649706457
145689,1,0.004266666666666666,0.0256,0.16666666666666663
147719,1,0.008533333333333332,0.0256,0.33333333333333326
147719,2,0.018285714285714287,0.07680000000000001,0.23809523809523808
147887,1,0.004266666666666666,0.0256,0.16666666666666663
147887,3,0.022400000000000003,0.23360000000000003,0.09589041095890412
163135,1,0.004266666666666666,0.0256,0.16666666666666663
164760,1,0.013866666666666666,0.0256,0.5416666666666666
164760,2,0.007314285714285714,0.07680000000000001,0.09523809523809523
253995,1,0.025599999999999994,0.0256,0.9999999999999998
253995,2,0.07680000000000001,0.07680000000000001,1.0
253995,3,0.06080000000000001,0.23360000000000003,0.2602739726027397
271524,1,0.008533333333333332,0.0256,0.33333333333333326
271524,2,0.007923809523809524,0.07680000000000001,0.10317460317460317
277331,1,0.025599999999999994,0.0256,0.9999999999999998
277331,2,0.06994285714285714,0.07680000000000001,0.9107142857142856
277331,3,0.2304,0.23360000000000003,0.9863013698630135
277331,4,0.051199999999999996,0.0512,0.9999999999999999
277331,5,0.20190476190476192,0.20800000000000002,0.9706959706959707
277331,6,0.05120000000000001,0.0512,1.0000000000000002
277331,7,0.20617142857142862,0.20800000000000002,0.9912087912087914
277331,8,0.13075555555555554,0.1456,0.8980463980463979
280245,2,0.021942857142857146,0.07680000000000001,0.28571428571428575
281083,1,0.004266666666666666,0.0256,0.16666666666666663
285866,1,0.02133333333333333,0.0256,0.8333333333333331
285866,2,0.06674285714285715,0.07680000000000001,0.869047619047619
285866,3,0.1978666666666667,0.23360000000000003,0.8470319634703196
285866,4,0.048639999999999996,0.0512,0.9499999999999998
285866,5,0.15527064935064935,0.20800000000000002,0.7464935064935064
285866,6,0.04754285714285715,0.0512,0.9285714285714287
285866,7,0.18690109890109893,0.20800000000000002,0.8985629754860525
285866,8,0.1039111111111111,0.1456,0.7136752136752136
287402,1,0.025599999999999994,0.0256,0.9999999999999998
287402,2,0.05287619047619048,0.07680000000000001,0.6884920634920635
287402,3,0.1780155844155844,0.23360000000000003,0.7620530154776729
287402,4,0.04959999999999999,0.0512,0.9687499999999998
287402,5,0.1959009523809524,0.20800000000000002,0.9418315018315019
287402,6,0.04754285714285715,0.0512,0.9285714285714287
287402,7,0.04754285714285715,0.20800000000000002,0.2285714285714286
287402,8,0.09599999999999999,0.1456,0.6593406593406592
327918,1,0.025599999999999994,0.0256,0.9999999999999998
327918,2,0.0704,0.07680000000000001,0.9166666666666666
327918,3,0.22994285714285717,0.23360000000000003,0.9843444227005871
327918,4,0.048639999999999996,0.0512,0.9499999999999998
327918,5,0.20190476190476192,0.20800000000000002,0.9706959706959707
327918,6,0.04388571428571429,0.0512,0.8571428571428572
327918,7,0.20054505494505498,0.20800000000000002,0.9641589180050719
327918,8,0.1336,0.1456,0.9175824175824175
334016,2,0.0192,0.07680000000000001,0.24999999999999994
340158,1,0.004266666666666666,0.0256,0.16666666666666663
377856,1,0.02133333333333333,0.0256,0.8333333333333331
377856,2,0.041600000000000005,0.07680000000000001,0.5416666666666666
385060,1,0.02133333333333333,0.0256,0.8333333333333331
385060,2,0.06034285714285714,0.07680000000000001,0.7857142857142856
385060,3,0.2198857142857143,0.23360000000000003,0.9412915851272015
385060,4,0.046079999999999996,0.0512,0.8999999999999999
385060,5,0.19910095238095238,0.20800000000000002,0.9572161172161171
385060,6,0.049600000000000005,0.0512,0.96875
385060,7,0.19280879120879124,0.20800000000000002,0.9269653423499578
385060,8,0.11875555555555554,0.1456,0.8156288156288155
409849,1,0.02133333333333333,0.0256,0.8333333333333331
409849,2,0.017371428571428572,0.07680000000000001,0.2261904761904762
447376,1,0.025599999999999994,0.0256,0.9999999999999998
447376,2,0.03200000000000001,0.07680000000000001,0.41666666666666674
466123,1,0.025599999999999994,0.0256,0.9999999999999998
