chapter_id,predicted_current_chapter_grade,predicted_final_exam_grade,predicted_next_chapter_grade,user_id
1,0.810281395912,0.736087024212,0.674236774445,4452708
2,0.0250391066074,0.53600615263,0.406866103411,4452708
3,0.446266114712,0.591135025024,0.504737555981,4452708
4,0.162664115429,0.483485400677,0.397546648979,4452708
5,0.178172886372,0.429481267929,0.372895032167,4452708
6,0.160996600986,0.386813014746,0.349230468273,4452708
7,0.148415863514,0.351189047098,0.331310778856,4452708
8,0.134830474854,0.318573653698,0.315870255232,4452708
9,0.121262401342,0.286945909262,0.301884055138,4452708
10,0.107890248299,0.25550788641,0.288794606924,4452708
11,0.0946996808052,0.224013745785,0.276207178831,4452708
12,0.0816261172295,0.19251960516,0.263840079308,4452708
1,0.806100606918,0.670276165009,0.626760184765,4631820
2,0.588764071465,0.685120582581,0.591688871384,4631820
3,0.222553014755,0.597109019756,0.480060458183,4631820
4,0.243562936783,0.54709059,0.446166783571,4631820
5,0.222776263952,0.506040692329,0.412498533726,4631820
6,0.209858626127,0.472535103559,0.388634711504,4631820
7,0.196071460843,0.441676706076,0.369758635759,4631820
8,0.183134570718,0.411532074213,0.354562193155,4631820
9,0.170823439956,0.381153106689,0.341791957617,4631820
10,0.158808231354,0.350126713514,0.330419063568,4631820
11,0.146688580513,0.31833422184,0.319604933262,4631820
12,0.134140819311,0.285832732916,0.308718383312,4631820
1,0.800557613373,0.734799146652,0.764394044876,4318911
2,0.874178290367,0.688507497311,0.755479574203,4318911
3,0.350889116526,0.592740178108,0.607328414917,4318911
4,0.128385156393,0.417996823788,0.430818617344,4318911
5,0.0919453799725,0.277992725372,0.31897559762,4318911
6,0.0448508858681,0.176327601075,0.242833346128,4318911
7,0.0054407119751,0.100623488426,0.189339205623,4318911
8,-0.0298398435116,0.0415181517601,0.149091690779,4318911
9,-0.0595279335976,-0.00638964772224,0.117536842823,4318911
10,-0.0824201405048,-0.0455301105976,0.0930377840996,4318911
11,-0.0980689525604,-0.0768615007401,0.0750720798969,4318911
12,-0.106595933437,-0.100742518902,0.063408434391,4318911
1,0.402080833912,0.567353725433,0.4771938622,4606679
2,0.260172665119,0.61254131794,0.474646925926,4606679
3,0.39030367136,0.652670383453,0.450391709805,4606679
4,0.256450116634,0.564436078072,0.489600986242,4606679
5,0.104951113462,0.417123436928,0.372463226318,4606679
6,0.148681595922,0.303477287292,0.318058431149,4606679
7,0.0889253020287,0.200343817472,0.26320040226,4606679
8,0.0324625372887,0.10443726182,0.211604699492,4606679
9,-0.0198285579681,0.0180172622204,0.164862334728,4606679
10,-0.0676958560944,-0.059336066246,0.121735751629,4606679
11,-0.110710442066,-0.127670526505,0.081880480051,4606679
12,-0.148032724857,-0.18668872118,0.0456123948097,4606679
1,0.473030328751,0.561894536018,0.50005531311,4357989
2,0.162625238299,0.559035122395,0.424254924059,4357989
3,0.556672096252,0.652772545815,0.543360471725,4357989
4,0.507777154446,0.635070681572,0.525026738644,4357989
5,0.704273104668,0.692254543304,0.619425952435,4357989
6,0.673888683319,0.692939758301,0.639952003956,4357989
7,0.400880873203,0.646395146847,0.602898597717,4357989
8,0.344183176756,0.565746188164,0.554799199104,4357989
9,0.319474816322,0.504751801491,0.517773628235,4357989
10,0.490876346827,0.526905953884,0.553949832916,4357989
11,0.270330607891,0.452762514353,0.483925104141,4357989
12,0.617722630501,0.535019993782,0.575182676315,4357989
1,0.272373974323,0.765709161758,0.677190184593,63136
2,0.844388782978,0.692215979099,0.660960912704,63136
3,0.103471636772,0.615075469017,0.444456398487,63136
4,0.129031807184,0.458688467741,0.316901803017,63136
5,0.125226289034,0.354957252741,0.245103612542,63136
6,0.0832398235798,0.272452801466,0.196481138468,63136
7,0.0415906906128,0.201938062906,0.162617087364,63136
8,0.00739014148712,0.141544044018,0.139173090458,63136
9,-0.0192386507988,0.0897200107574,0.122667312622,63136
10,-0.039411008358,0.0453360378742,0.110866338015,63136
11,-0.0542001724243,0.00759381055832,0.1024543643,63136
12,-0.0643811225891,-0.0240324139595,0.0967423021793,63136
1,0.860919117928,0.734126091003,0.687358260155,757664
2,0.79599738121,0.718905448914,0.675422072411,757664
3,0.373401761055,0.652463197708,0.615959763527,757664
4,0.847372829914,0.699623882771,0.718984007835,757664
5,0.675748348236,0.682878434658,0.718076109886,757664
6,0.280013471842,0.539698123932,0.562146365643,757664
7,0.268759727478,0.437136381865,0.486050695181,757664
8,0.209089338779,0.350980758667,0.41552567482,757664
9,0.157877340913,0.278670042753,0.355162739754,757664
10,0.106794714928,0.213919520378,0.30055129528,757664
11,0.0591114163399,0.154057741165,0.250911265612,757664
12,0.0166474282742,0.0984635353088,0.206506296992,757664
1,0.728922188282,0.697334647179,0.62864279747,4425314
2,0.790765762329,0.701164007187,0.653254985809,4425314
3,0.313636124134,0.582050561905,0.503906607628,4425314
4,0.165283426642,0.453721314669,0.420305341482,4425314
5,0.16552439332,0.368783056736,0.372099667788,4425314
6,0.14888779819,0.312511384487,0.337927401066,4425314
7,0.12996762991,0.271450698376,0.311403930187,4425314
8,0.10931673646,0.23766759038,0.288502126932,4425314
9,0.0898084640503,0.207461535931,0.268420577049,4425314
10,0.0727368593216,0.179322451353,0.251127481461,4425314
11,0.0583894848824,0.152685269713,0.236538410187,4425314
12,0.0465807914734,0.127401441336,0.224407285452,4425314
1,0.569748282433,0.719775140285,0.684157133102,4305704
2,0.829526603222,0.678180336952,0.700451254845,4305704
3,0.799661040306,0.675140619278,0.711293280125,4305704
4,0.853120982647,0.682476401329,0.737400949001,4305704
5,0.829086661339,0.658640146255,0.736206889153,4305704
6,0.810108542442,0.646989822388,0.731983065605,4305704
7,0.83112180233,0.658903062344,0.753484547138,4305704
8,0.794630527496,0.652133703232,0.748297512531,4305704
9,0.831934869289,0.650808691978,0.759063303471,4305704
10,0.866513133049,0.657752633095,0.776090145111,4305704
11,0.79268848896,0.651246130466,0.726929187775,4305704
12,0.769737064838,0.616085648537,0.690219283104,4305704
1,0.891492962837,0.743982255459,0.696668207645,4088412
2,0.245155438781,0.588417053223,0.47629827261,4088412
3,0.224449709058,0.530256390572,0.448295146227,4088412
4,0.195792064071,0.478336155415,0.40890917182,4088412
5,0.189560547471,0.444484591484,0.384811460972,4088412
6,0.18127964437,0.418381094933,0.366854846478,4088412
7,0.173191711307,0.395299077034,0.353304475546,4088412
8,0.165294572711,0.372703909874,0.342710673809,4088412
9,0.157497763634,0.34933590889,0.333955407143,4088412
10,0.149415522814,0.324630707502,0.326056241989,4088412
11,0.14063373208,0.298412948847,0.318191677332,4088412
12,0.13084089756,0.270743191242,0.309742689133,4088412
1,0.781008541584,0.761285543442,0.676356673241,50917
2,0.735533118248,0.754033565521,0.719918012619,50917
3,0.73165845871,0.75754493475,0.702016949654,50917
4,0.843410372734,0.777172505856,0.76551926136,50917
5,0.348428726196,0.711616158485,0.685940444469,50917
6,0.79775249958,0.720040380955,0.754959762096,50917
7,0.558067202568,0.690441310406,0.699598133564,50917
8,0.301055550575,0.605430960655,0.634078264236,50917
9,0.390843808651,0.538459300995,0.606763422489,50917
10,0.837601304054,0.641308546066,0.714453935623,50917
11,0.402467668056,0.498203873634,0.559288263321,50917
12,0.208854407072,0.363430470228,0.455506920815,50917
1,0.855298876762,0.727328777313,0.701159834862,4484107
2,0.843738496304,0.724143564701,0.714000284672,4484107
3,0.836432814598,0.738154530525,0.721593260765,4484107
4,0.198840796947,0.55524367094,0.529755353928,4484107
5,0.24024400115,0.44988361001,0.474540740252,4484107
6,0.184307962656,0.360569089651,0.407727390528,4484107
7,0.144540637732,0.290502309799,0.352301895618,4484107
8,0.101777374744,0.230702400208,0.302088916302,4484107
9,0.0608699321747,0.176972970366,0.256634354591,4484107
10,0.0240594148636,0.127697825432,0.216336250305,4484107
11,-0.00724655389786,0.0825524628162,0.181625902653,4484107
12,-0.0324940681458,0.041803508997,0.15274143219,4484107
1,0.822157144547,0.697911381721,0.648654341698,3690971
2,0.112483680248,0.554833292961,0.42290225625,3690971
3,0.206961631775,0.518635690212,0.404775619507,3690971
4,0.17325155437,0.478972196579,0.366018742323,3690971
5,0.167818635702,0.4493701756,0.344894349575,3690971
6,0.669262826443,0.646932542324,0.573040962219,3690971
7,0.128457963467,0.528565466404,0.45460164547,3690971
8,0.191597774625,0.438259005547,0.408516466618,3690971
9,0.190729051828,0.371480047703,0.377431243658,3690971
10,0.172639995813,0.316544145346,0.351827442646,3690971
11,0.275529175997,0.321272909641,0.376741975546,3690971
12,0.146888315678,0.26187646389,0.335874557495,3690971
1,0.846645355225,0.81238257885,0.905861735344,1441342
2,0.760606467724,0.787775158882,0.865585029125,1441342
3,0.753123104572,0.75306391716,0.780136585236,1441342
4,0.887113034725,0.777421712875,0.811460614204,1441342
5,0.901487290859,0.785226285458,0.823357462883,1441342
6,0.844197034836,0.80100107193,0.850359201431,1441342
7,0.391063690186,0.757901251316,0.730529308319,1441342
8,0.315644025803,0.557401955128,0.568239688873,1441342
9,0.266893833876,0.437741190195,0.482901871204,1441342
