chapter_id,predicted_current_chapter_grade,predicted_final_exam_grade,predicted_next_chapter_grade,user_id
1,0.810281515121,0.736087083817,0.674236893654,4452708
2,0.0250391066074,0.536006212234,0.406866103411,4452708
3,0.446266174316,0.591135084629,0.504737615585,4452708
4,0.162664040923,0.483485460281,0.397546648979,4452708
5,0.178172841668,0.429481297731,0.372895002365,4452708
6,0.160996541381,0.386813014746,0.349230438471,4452708
7,0.148415774107,0.351189017296,0.331310749054,4452708
8,0.134830415249,0.318573594093,0.31587022543,4452708
9,0.121262282133,0.286945819855,0.301883995533,4452708
10,0.107890129089,0.2555077672,0.288794517517,4452708
11,0.0946995317936,0.224013611674,0.276207089424,4452708
12,0.0816259682178,0.192519500852,0.263840019703,4452708
1,0.806100726128,0.670276224613,0.62676024437,4631820
2,0.588764071465,0.685120642185,0.591688930988,4631820
3,0.222552970052,0.597109019756,0.480060458183,4631820
4,0.243562877178,0.547090649605,0.446166783571,4631820
5,0.222776219249,0.506040692329,0.412498533726,4631820
6,0.209858551621,0.472535133362,0.388634711504,4631820
7,0.196071431041,0.441676706076,0.369758635759,4631820
8,0.183134540915,0.411532044411,0.354562163353,4631820
9,0.170823395252,0.381153076887,0.341791927814,4631820
10,0.158808156848,0.35012665391,0.330419063568,4631820
11,0.146688550711,0.318334132433,0.31960490346,4631820
12,0.134140700102,0.285832583904,0.30871835351,4631820
1,0.818686127663,0.748954772949,0.783468008041,4318911
2,0.849720358849,0.687726378441,0.740838766098,4318911
3,0.457764387131,0.622589290142,0.640951216221,4318911
4,0.152940884233,0.446561723948,0.462229311466,4318911
5,0.132026344538,0.312106370926,0.359064787626,4318911
6,0.0835337340832,0.212692946196,0.284517586231,4318911
7,0.0428981482983,0.137699961662,0.229774564505,4318911
8,0.00462454557419,0.0780346989632,0.186493039131,4318911
9,-0.029100060463,0.0284776687622,0.15091073513,4318911
10,-0.0566338002682,-0.0132274925709,0.12188282609,4318911
11,-0.0772030055523,-0.0478792190552,0.0991612672806,4318911
12,-0.0907028615475,-0.0756697654724,0.0826814174652,4318911
1,0.40208080411,0.567353725433,0.477193892002,4606679
2,0.260172694921,0.612541377544,0.474646925926,4606679
3,0.395385891199,0.65261054039,0.452089101076,4606679
4,0.232449620962,0.566363692284,0.476543664932,4606679
5,0.099278062582,0.418255060911,0.363496959209,4606679
6,0.14874240756,0.309349507093,0.315054982901,4606679
7,0.0962620973587,0.211955264211,0.266919672489,4606679
8,0.0445151627064,0.121454447508,0.221202731133,4606679
9,-0.00442835688591,0.0395137369633,0.179006054997,4606679
10,-0.0498822033405,-0.0344136953354,0.139217168093,4606679
11,-0.0912664234638,-0.100385427475,0.101682215929,4606679
12,-0.127704262733,-0.158083677292,0.0668797194958,4606679
1,0.473030358553,0.561894655228,0.500055372715,4357989
2,0.162625148892,0.559035122395,0.424254894257,4357989
3,0.556672096252,0.652772605419,0.543360412121,4357989
4,0.507777154446,0.635070741177,0.525026738644,4357989
5,0.704273223877,0.692254662514,0.619426012039,4357989
6,0.673888742924,0.69293987751,0.63995206356,4357989
7,0.400880903006,0.646395206451,0.602898716927,4357989
8,0.344183206558,0.565746188164,0.554799258709,4357989
9,0.319474875927,0.504751861095,0.51777368784,4357989
10,0.490876376629,0.526906013489,0.553949892521,4357989
11,0.270330578089,0.452762573957,0.483925163746,4357989
12,0.61772274971,0.535019993782,0.57518273592,4357989
1,0.250973165035,0.757135510445,0.664293169975,63136
2,0.83919274807,0.68779695034,0.653645634651,63136
3,0.0359378159046,0.591182410717,0.419512718916,63136
4,0.0910409092903,0.420631796122,0.281553864479,63136
5,0.0948778092861,0.314043283463,0.211220994592,63136
6,0.057196855545,0.230305880308,0.165066212416,63136
7,0.0170500874519,0.158821508288,0.133583694696,63136
8,-0.0162622630596,0.0976156890392,0.112221926451,63136
9,-0.0422312021255,0.0452380776405,0.0974033772945,63136
10,-0.061854749918,0.000661373138428,0.086884200573,63136
